PubChem_Literature_ID_(PCLID),PMCID,DOI,PMID_(All),DOI_(All),PubChem_Data_Source,Publication_Type,Title,Abstract,Publication_Name,Author(s),Author_Affiliation(s),Language,Subject,URL,Image_used_as_thumbnail,Keywords,Citation,PubChem_CID,PubChem_SID,PubChem_AID,refchemids,PubChem_Protein,PubChem_Gene,PubChem_Taxonomy,PubChem_Target_Taxonomy,PubChem_Pathway,PubChem_Pathway,PubChem_Cell,cellaccs,PubChem_Disease,PubChem_Reference_SID,PMID,Publication_Date
207870709,,10.1007/0-387-27600-9_6,,10.1007/0-387-27600-9_6,Springer Nature,Book Chapter,Regulation of 1D-myo-Inositol-3-Phosphate Synthase in Yeast,,Biology of Inositols and Phosphoinositides,"Lilia R. Nunez, Susan A. Henry",,English,Biomedical and Life Sciences,https://doi.org/10.1007/0-387-27600-9_6,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/0-387-27600-9_6,,"Nunez LR, Henry SA. Regulation of 1D-myo-Inositol-3-Phosphate Synthase in Yeast. 2006. In: Biology of Inositols and Phosphoinositides. : Springer US; 2006.",4|892|6138|7902|107526|107737|9546751|11984676|16738692|129629419|129636183,341138823|341139103|341139914|341140253|341140785|341143784|341146589|341152212|341156962|341190631|341230083,,,,,,,,,,,,481101439|483926683|504687507|504687644|505424941|505857847|505857850|516572213,,20060000
208272752,,10.1007/3-540-31294-3_28,,10.1007/3-540-31294-3_28,Springer Nature,Book Chapter,Corrosive Materials,,Irritant Dermatitis,"David Basketter, George Holland, Michael York",,English,Medicine,https://doi.org/10.1007/3-540-31294-3_28,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-31294-3_28,,"Basketter D, Holland G, York M. Corrosive Materials. 2006. In: Irritant Dermatitis. : Springer-Verlag; 2006.",4|241|243|260|264|284|300|313|335|338|379|612|679|700|757|784|875|944|996|1004|1017|1032|1100|1118|1133|1390|1732|2202|3301|3485|3610|4093|4837|5727|5942|5943|5976|6101|6163|6227|6228|6329|6344|6348|6354|6356|6367|6378|6395|6420|6421|6422|6497|6567|6577|6581|6585|6593|6597|6598|6664|6811|6812|6954|6996|7061|7245|7369|7410|7412|7415|7477|7498|7501|7503|7504|7582|7616|7679|7681|7719|7798|7835|7836|7847|7918|7923|7964|7965|7972|7991|7993|8016|8037|8082|8083|8094|8111|8119|8148|8158|8168|8197|8795|8855|8892|9032|9033|9321|10006|10340|10387|10482|10483|11166|11167|11335|11734|11867|13007|13165|14777|14778|14797|14915|14917|14935|16402|17857|19883|19990|22311|23266|24012|24085|24193|24247|24267|24273|24287|24380|24386|24409|24425|24437|24470|24603|24638|24647|24682|24814|24816|24841|25134|25519|28387|31263|31268|31275|31374|37511|60966|61011|61020|61147|61186|61236|62324|62325|62459|62493|62646|62652|66053|67338|70613|79103|83372|104748|105424|236603|432996|433294|444972|447466|516875|522684|522687|522689|637090|3033871|3084169|4311764|5325504|5463769|6432086|6435904|9840857|10313039|10313070|11137272|12521357|13050164|16682746|16686003|21115878|21863527|22001024|22482553|23665760|23665762|44119133|60054324|129651432|129651643,341138879|341138908|341138919|341138925|341138927|341138946|341138950|341138951|341138967|341139015|341139025|341139028|341139034|341139087|341139124|341139126|341139129|341139133|341139135|341139149|341139154|341139156|341139158|341139169|341139173|341139177|341139180|341139183|341139187|341139205|341139215|341139218|341139225|341139227|341139263|341139270|341139274|341139278|341139286|341139287|341139288|341139298|341139327|341139345|341139354|341139377|341139404|341139405|341139409|341139449|341139459|341139466|341139488|341139493|341139494|341139510|341139525|341139561|341139682|341139819|341139844|341139881|341139912|341139921|341140009|341140027|341140179|341140192|341140250|341140307|341140327|341140368|341140375|341140405|341140408|341140435|341140437|341140609|341140625|341140684|341140837|341140857|341140909|341140926|341140945|341140961|341141074|341141087|341141162|341141167|341141209|341141213|341141253|341141254|341141260|341141369|341141399|341141414|341141453|341141460|341141500|341141514|341141568|341141621|341141629|341141646|341141680|341141731|341142003|341142006|341142030|341142077|341142104|341142445|341142449|341142590|341142628|341142716|341142745|341142760|341142838|341142899|341143150|341143365|341143463|341143547|341143784|341143845|341143863|341144038|341144122|341144129|341144328|341144425|341144690|341144717|341144981|341145117|341145354|341145788|341145936|341146323|341146531|341146625|341146952|341147325|341147520|341147903|341148054|341148181|341148772|341148912|341149122|341149312|341149589|341149628|341149744|341150065|341150511|341150619|341150638|341150943|341151539|341151558|341151594|341151802|341152497|341152654|341153135|341153229|341153367|341153809|341154242|341154892|341155872|341156352|341157008|341157602|341158285|341158594|341159883|341160366|341163640|341164291|341165302|341166102|341166311|341166853|341167279|341167979|341168500|341168659|341168683|341168705|341168745|341168755|341168837|341168845|341168887|341168988|341168990|341169053|341169273|341169991|341170063|341206223|341238167|341238168|341238993|341238997|341238998|341239000|341239002|341239005|341239008|341239010,,,,,,,,,,,,481106850|481106853|481106931|481106935|481106938|481106953|481106991|481107010|481107022|481107049|481107059|481107090|481107104|481107134|481107158|481107184|481107207|481107220|481107280|481107318|481107340|481107349|481107353|481107382|481107386|481107435|481107450|481107451|481107472|481107476|481107477|481107482|481107483|481107484|481107495|481107496|481107516|481107529|481107557|481107561|481107588|481107590|481107616|481107617|481107623|481107636|481107643|481107651|481107661|481107666|481107682|481107700|481107710|481107716|481107731|481107732|481107739|481107771|481107783|481107784|481107791|481107808|481107838|481107947|481107959|481107960|481107966|481107980|481107981|481107985|481107986|481108001|481108007|481108008|481108013|481108015|481108019|481108021|481108028|481108033|481108037|481108083|481108119|481108857|481110629|482027606|482038563|483924911|483925586|483925951|483926683|483927909|483928000|483928096|500716749|500719196|500719812|500729951|500730412|500743319|500752465|500752478|500754290|500755554|500756599|500756602|500761513|500762281|500765779|500765796|500766732|500768779|500768791|500768935|500776451|500776863|500777736|500777742|500784379|500784387|500787245|500789504|500792543|500801327|500804601|500804708|500804715|500809870|500810117|500814779|500816412|500818043|500819846|500827225|500828774|500831997|500833043|500833585|500834420|500835375|500835945|505407239|505407639|505424941|505565027|505565552|505566047|505566051|505567002|505571529|505582271|505582458|505583132|505583729|505592478|505603434|505784328|505787783|505818073|505818368|505826621|505851141|505853911|505857686|505865586|505893729|516563782|516563793|516565123|516570474|516572347|518153241,,20060000
604852574,,10.1055/s-2006-926358,,10.1055/s-2006-926358,Thieme Chemistry,Journal Article,A Modular System for the Preparation of Diazirine-Labeled Mannose Derivatives Using Thiourea Bridging,,Synthesis,"Thisbe K. Lindhorst, Mark Walter",,English,,https://doi.org/10.1055/s-2006-926358,,,"Lindhorst TK, Walter M. A Modular System for the Preparation of Diazirine-Labeled Mannose Derivatives Using Thiourea Bridging. Synthesis. 2006;(6):952–8. doi: 10.1055/s-2006-926358.",4|8894|11167|77731|357955|20816954|55290386|134854717|134854718|134854765|134970593|134970640|134970641|134970666|134970667,376338442|376338443|376338639|376595013|376603864|376660495|376660496|376660786|376660860|376660920|376660921|376660924|376660925|376660991|376660992,,,,,,,,,,,,,,20060000
212505336,,10.1007/3-540-37715-8_103,,10.1007/3-540-37715-8_103,Springer Nature,Book Chapter,Phosphoethanolamine N-methyltransferase,EC number 2.1.1.103 Systematic name S-adenosyl-l-methionine:ethanolamine-phosphate N-methyltransferase Recommended name phosphoethanolamine N-methyltransferase Synonyms phosphodimethylethanolamine methyltransferase CAS registry number 145539-90-8 171040-79-2,Springer Handbook of Enzymes,,,English,Biomedical and Life Sciences,https://doi.org/10.1007/3-540-37715-8_103,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-37715-8_103,,Class 2 · Transferases I. : Springer Berlin Heidelberg; 2006. Phosphoethanolamine N-methyltransferase. 2006.,4|700|1015|6049|6138|7902|124886|135437|151438|161651|439155|439436|5174538|5257127|129629534,341139437|341139818|341139914|341140926|341142017|341142126|341142441|341143784|341146589|341150046|341155436|341157947|341241362|341276297|341276326,,,,,,,,,,,,481106944|481107204|483925951|483926683|500807241|505424941|505857847|505858926|505880121|516575104,,20060000
212285346,,10.1007/bf02705676,,10.1007/bf02705676,Springer Nature,Journal Article,Effect of temperature on the performance of a biofilter inoculated withPseudomonas putida to treat waste-air containing ethanol,"The microbes ofPseudomonas putida (KCTC1768) were fixed on the biofilter-packing media comprising an equivolume mixture of granular activated carbon (GAC) and compost, by recycling the liquid medium containing incubatedPseudomonas putida (KCTC1768). A biofilter experiment was performed to observe its transient behavior under the operating condition of 2,180 ppmv of ethanol-inlet concentration and 158 g/m3/h of ethanol-inlet load for the five consecutive temperature-stages of operation ranging from 25 °C to 40 °C. For the five temperaturestages of operation their removal efficiencies were measured and were compared with each other. The optimum operating temperature of the biofilter turned out to beca. 30 °C, which was consistent with the previous experimental result of Lim and Park. However, the optimum incubation-temperatures ofPseudomonas putida (KCTC1768) and the equivalent (i.e., NCIMB8858) were announced to be of 26 °C and 25 °C by Korea Collection for Type Cultures (KCTC) and National Collections of Industrial, Food and Marine Bacteria (NCIMB), respectively. It was also confirmed by the experiment in which the microbes were incubated in the same liquid medium as in the previous work of Lim and Park at temperature ranging from 20 °C to 40 °C and their growth rates were subsequently measured. Thus, the optimum operating temperature of a biofilter inoculated withPseudomonas putida (KCTC 1768) was proved to be 30 °C, which was higher than its optimum incubation-temperature byca. 5 °C",Korean Journal of Chemical Engineering,"Kwang-Hee Lim, Sang-Won Park, Eun-Ju Lee",,English,Chemical Engineering; Chemistry; Engineering,https://doi.org/10.1007/bf02705676,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02705676,"optimum operating temperature, operating temperature, m3/h, ethanol inlet concentration, operating conditions, biofilter experiment, removal efficiency, transient behavior, previous experimental results, biofilter, experimental results, temperature, liquid medium, operation, load, ppmv, experiments, efficiency, Industrial, previous work, performance, carbon, growth rate, mixture, medium, behavior, conditions, equivolume mixture, work, ethanol, compost, results, same liquid medium, concentration, effect, rate, putida, LIM, C effects, Park, collection, food, bacteria, marine bacteria, microbes, byca, type cultures, National Collection, culture","Lim K, Park S, Lee E. Effect of temperature on the performance of a biofilter inoculated withPseudomonas putida to treat waste-air containing ethanol. Korean Journal of Chemical Engineering. 2005 Nov;22(6):922–6. doi: 10.1007/bf02705676.",4|177|241|280|527|700|702|996|1140|6575|7843,341138843|341138862|341139006|341139025|341139087|341139141|341139226|341139268|341139455|341140926|341143784,,,,,,,,,,,,481101440|481107662|481107946|481107959|481107962|481107965|481108007|481108014|481108034|483925951|505424941,,20051100
28139353,,10.1016/j.jpba.2005.02.035,16223647,10.1016/j.jpba.2005.02.035,PubChem,Journal Article,Stability-indicating methods for the determination of piretanide in presence of the alkaline induced degradates,"Stability-indicating high performance liquid chromatography (HPLC), thin-layer chromatography (TLC) and first-derivative of ratio spectra (1DD) methods are developed for the determination of piretanide in presence of its alkaline induced degradates. HPLC method depends on separation of piretanide from its degradates on mu-Bondapak C18 column using methanol:water:acetic acid (70:30:1, v/v/v) as a mobile phase at flow rate 1.0 ml/min and UV detector at 275 nm. TLC densitometic method is based on the difference in Rf-values between the intact drug and its degradates on thin-layer silica gel. Iso-propanol:ammonia 33% (8:2, v/v) was used as a developing mobile phase and the chromatogram was scanned at 275 nm. The derivative of ratio spectra method (1DD) depends on the measurement of the absorbance at 288 nm in the first-derivative of ratio spectra for the determination of the cited drug in the presence of its degradates. Calibration graphs of the three suggested methods are linear in the concentration ranges 0.02-0.3 microg/20 microl, 0.5-10 microg/spot and 5-50 microg/ml, with mean percentage recovery 99.27+/-0.52, 99,17+/-1.01 and 99.65+/-1.01%, respectively. The three proposed methods were successfully applied for the determination of piretanide in bulk powder, laboratory-prepared mixtures and pharmaceutical dosage form with good accuracy and precision. The results were statistically analyzed and compared with those obtained by the official method. Validation of the method was determined with favourable specificity, linearity, precision, and accuracy was assessed by applying the standard addition technique.",Journal of Pharmaceutical and Biomedical Analysis,Nadia F. Youssef,,English,"Chromatography, High Pressure Liquid; Tablets; Indicators and Reagents; Spectrophotometry, Ultraviolet; Chromatography, Thin Layer; Reproducibility of Results; Drug Stability; Alkalies; Sulfonamides/analysis*; Diuretics/analysis*; Calibration; Densitometry",https://pubmed.ncbi.nlm.nih.gov/16223647,,,Youssef NF. Stability-indicating methods for the determination of piretanide in presence of the alkaline induced degradates. Journal of Pharmaceutical and Biomedical Analysis. 2005 Oct;39(5):871–6. doi: 10.1016/j.jpba.2005.02.035.,4|4849|91392493,128126947|129376135,,389294|863638,,,,,,,,,,504687735|505859563,16223647,20051004
208464116,,10.1007/s10311-005-0005-2,,10.1007/s10311-005-0005-2,Springer Nature,Journal Article,Dynamic behaviour of 1-aminopropan-2-one in sewage: a preliminary synthetic and spectroscopic study,"A preliminary investigation of the solution phase behaviour of the biomarker compound 1-aminopropan-2-one (APR) using NMR spectroscopy was carried out. This was achieved, in part, by synthesis of APR with13C-enrichment in the methylene position. In this paper, we report that this biomarker undergoes H/D exchange with D2O, probably via an enol intermediate. In addition, use of13C-enriched APR enabled its detection by13C NMR spectroscopy at environmentally relevant concentrations.",Environmental Chemistry Letters,"M. F. Fitzsimons, S. T. Belt",,English,Environment; Chemical Sciences; Physical Chemistry (incl. Structural),https://doi.org/10.1007/s10311-005-0005-2,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10311-005-0005-2,"NMR spectroscopy, solution phase behavior, by13C NMR spectroscopy, spectroscopic studies, methylene position, enol intermediate, D exchange, biomarker compounds, phase behavior, spectroscopy, D2O, intermediates, compounds, synthesis, relevant concentrations, preliminary investigation, concentration, behavior, dynamic behavior, sewage, exchange, investigation, addition, position, study, biomarkers, part, paper","Fitzsimons MF, Belt ST. Dynamic behaviour of 1-aminopropan-2-one in sewage: a preliminary synthetic and spectroscopic study. Environmental Chemistry Letters. 2005 Sep 20;3(2):70–3. doi: 10.1007/s10311-005-0005-2.",4|180|215|750|880|1049|6329|6341|6569|7918|82185|129627679,341139028|341139060|341139081|341139323|341139414|341139449|341139485|341139509|341139555|341143784|341160468|341185439,,,,,,,,,,,,481107156|481107780|481107947|481107948|481107994|482027606|482590246|500805224|504687694|505424941|505553257|505897924,,20050920
208471324,,10.1007/s00338-005-0005-5,,10.1007/s00338-005-0005-5,Springer Nature,Journal Article,Ontogenetic change in the abundance of mycosporine-like amino acids in non-zooxanthellate coral larvae,"Although mycosporine-like amino acids (MAAs) have been extensively investigated in reef-building corals, the sources of these MAAs and the process of their interconversion remain a topic of interest. Here we examined ontogenetic change in the abundance of MAAs in planula larvae of the spawning scleractinian coral Goniastrea retiformis in the absence of zooxanthellae and other dietary input. In order to examine the potential contribution of prokaryotes in the synthesis of MAAs in animal tissue, one group of larvae were treated with the antibiotic rifampicin. High concentrations of MAAs (mycosporine-glycine, shinorine, palythinol, asterina-330), were present in the asymbiotic eggs and adults; however, no MAAs were present in the endosymbiotic zooxanthellae. We documented a steady decline in the total MAA concentrations through time in larvae treated with rifampicin; however, in the absence of antibiotic there was a significant increase in the concentration of MAAs, driven by a sharp increase in the abundance of shinorine and palythinol between day 3 and 7. Our results suggest that MAA synthesis and conversion in G. retiformis larvae occurred in the absence of symbiotic zooxanthellae, and indicate a possible contribution of prokaryotes associated with the animal tissue to these processes.",Coral Reefs,"Irina M. Yakovleva, Andrew H. Baird",,English,Ecology; Life Sciences; Biological Sciences,https://doi.org/10.1007/s00338-005-0005-5,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00338-005-0005-5,"day 3, concentration of MAAs, significant increase, mycosporine-like amino acids, rifampicin, synthesis of MAAs, amino acids, tissue, animal tissues, total MAA concentration, possible contribution, steady decline, dietary inputs, antibiotic rifampicin, absence, high concentrations, adults, potential contribution, concentration, increase, MAA concentration, group, acid, changes, groups of larvae, MAA synthesis, decline, larvae, ontogenetic changes, eggs, sharp increase, reef-building corals, topic of interest, absence of zooxanthellae, shinorine, palythinol, coral larvae, planula larvae, Goniastrea retiformis, symbiotic zooxanthellae, endosymbiotic zooxanthellae, time, zooxanthellae, results, synthesis, prokaryotes, abundance, contribution, interest, process, corals, topic, conversion, source, order, input, interconversion","Yakovleva IM, Baird AH. Ontogenetic change in the abundance of mycosporine-like amino acids in non-zooxanthellate coral larvae. Coral Reefs. 2005 Aug 09;24(3):443–52. doi: 10.1007/s00338-005-0005-5.",4|787|887|13594|12315498|18766735|91864535,341138845|341138936|341140320|341143784|341145654|341229900|341280744,,,,,,,,,,,,481101457|481107234|505424941|505880938|516575794,,20050809
15957435,,10.1021/es040556c,15952368,10.1021/es040556c,PubChem,Comparative Study|Journal Article,Persistence and Biodegradation of Monoethanolamine and 2-Propanolamine at an Abandoned Industrial Site,"Soil and groundwater samples were collected at the site of a former chemical processing plant in areas impacted by accidental releases of MEA (monoethanolamine) and IPA (2-propanolamine or isopropanolamine). Although their use had ceased ca. 10 years before sample collection, soils collected at contamination sites had MEA concentrations ranging from ca. 400 to 3000 mg/kg and IPA concentrations from ca. 30 to 120 mg/kg. Even though alkanolamines are miscible in water, transport to groundwater was slow, apparently because they are present in soil as bound cations. Only one groundwater sample (near the most highly contaminated soil)from wells directly adjacentto and down-gradient from the contaminated soils had detectable MEA, and none had detectable IPA. However, ammonia was found in the soil samples collected in the MEA-contaminated areas (ca. 500-1400 mg/kg) and the groundwater (80-120 mg/L), as would be consistent with bacterial degradation of MEA to ammonia, followed by transport of ammonia into the groundwater. Counts for bacteria capable of using MEA or IPA as a sole carbon source were ca. 5 x 106 and 1 x 106 (respectively) per gram in uncontaminated site soil, but no such organisms were found in highly contaminated soils. Similarly, bacterial degradation of MEA in slurries of highly contaminated soils was slow, with ca. 8-20 days required for half of the initial concentrations of MEA to be degraded at 20 degrees C and 30-60 days at 10 degrees C. In contrast, bacterial degradation studies using uncontaminated site soils spiked with ca. 1300 mg/L either MEA or IPA showed very rapid degradation of both compounds,with more than 99% degradation occurring in less than 3 days with quantitative conversion to ammonia, followed by slower conversion to nitrite and nitrate. The results obtained in the site soils, the groundwater samples, and from the biodegradation studies demonstrate that MEA and IPA can persist for decades on soil at high (hundreds of mg/kg) concentrations without significant migration into groundwater, despite the fact that they are miscible in water. Since MEA and IPA exist primarily as cations at the pH of site soils, their persistence apparently results from strong binding to soil, as well as inhibition of natural bioremediation in highly contaminated field soils.",Environmental Science & Technology,"Steven B. Hawthorne, Alena Kubátová, John R. Gallagher, James A. Sorensen, David J. Miller","Energy and Environmental Research Center, University of North Dakota, Campus Box 9018, Grand Forks, North Dakota 58201-9018",English,"Soil/analysis; Nitrates/analysis/metabolism; Fresh Water/analysis; Ethanolamine/analysis/metabolism*; Industrial Waste; Ammonia/analysis/metabolism; Soil Pollutants/analysis/metabolism*; Hazardous Waste; Colony Count, Microbial; Bacteria, Aerobic/metabolism*; Water Pollutants, Chemical/analysis/metabolism*; Nitrites/analysis/metabolism; Propanolamines/analysis/metabolism*; Biodegradation, Environmental",https://pubmed.ncbi.nlm.nih.gov/15952368,,,"Hawthorne SB, Kubátová A, Gallagher JR, Sorensen JA, Miller DJ. Persistence and biodegradation of monoethanolamine and 2-propanolamine at an abandoned industrial site. Environ Sci Technol. 2005 May 15;39(10):3639–45. doi: 10.1021/es040556c. PMID: 15952368.",4|222|700|943|946|522583|4557599,128126947|128133749|129099063|129377820,,6470|6611|55665|55716|389034|429211,,,,,,,,,,481107810|481107951|483925951|483926002|504687475|505424941,15952368,20050413
15269985,,10.1016/j.jasms.2004.10.007,15694767,10.1016/j.jasms.2004.10.007,PubChem|Springer Nature,Journal Article,Zwitterion formation in gas-phase cyclodextrin complexes,"Protonated complexes of amino acids and underivatized beta-cyclodextrin, produced by electrospray ionization and trapped in the Fourier transform mass spectrometer, undergo formation of ternary complexes when reacted with alkyl amine. Based on the reactivities of the protonated amino acid complexes with alkylamines, the reactivities of the corresponding amino acid esters, and partially derivatized beta-cyclodextrin hosts, we conclude that the ternary complexes are salt-bridge zwitterionic species composed of amino acid zwitterions and protonated alkylamine all interacting with the hydroxyl groups on the narrow rim of the cyclodextrin. Molecular modeling calculations and experimental results suggest that the interactions of the amino acids with the rims contribute greatly to the formation of the zwitterionic species.",Journal of the American Society for Mass Spectrometry,"Seonghee Ahn, Xin Cong, Carlito B. Lebrilla, Scott Gronert","Department of Chemistry, Department of Biochemistry and Molecular Medicine, School of Medicine, University of California at Davis, Davis, California, USA Department of Chemistry and Biochemistry, San Francisco State University, San Francisco, California, USA",English,"Protein Structure, Quaternary; Kinetics; Amino Acids/chemistry; Chemistry; Amino Acids; Models, Molecular; beta-Cyclodextrins; Stereoisomerism; Gases; beta-Cyclodextrins/chemistry*; Medicinal and Biomolecular Chemistry; Chemical Sciences; Physical Chemistry (incl. Structural); Macromolecular Substances; Molecular Structure; Molecular Conformation; Spectroscopy, Fourier Transform Infrared; Analytical Chemistry; Mass Spectrometry; Gases/chemistry*; Macromolecular Substances/chemistry",https://pubmed.ncbi.nlm.nih.gov/15694767,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1016/j.jasms.2004.10.007,"amino acids, ternary complex, species, corresponding amino acid esters, complexes, amino acid complexes, acid complexes, molecular modeling calculations, acid, host, formation, amino acid zwitterions, Fourier transform mass spectrometer, zwitterionic species, interaction, amino acid esters, acid esters, β-cyclodextrin host, mass spectrometer, esters, modeling calculations, hydroxyl groups, narrow rim, cyclodextrin, results, rim, group, reactivity, amines, cyclodextrin complexes, alkyl amines, alkylamines, β-cyclodextrin, ionization, zwitterion, spectrometer, calculations, zwitterion formation, experimental results","Ahn S, Cong X, Lebrilla CB, Gronert S. Zwitterion formation in gas-phase cyclodextrin complexes. Journal of The American Society for Mass Spectrometry. 2005 Feb 01;16(2):166–75. doi: 10.1016/j.jasms.2004.10.007.",4|750|3301|6140|6322|7852|8078|24874|320760|444041|57136959|169449957,136001996|341138991|341139081|341139232|341139406|341140483|341140750|341142745|341142960|341143784|341150827,,6911|54158,,,,,,,,,,481107158|481107513|481107780|481107822|481107974|481108250|483924444|505424941|505555665|505576021,15694767,20050201
208969518,,10.1007/3-540-37648-8_49,,10.1007/3-540-37648-8_49,Springer Nature,Book Chapter,Dimethylamine dehydrogenase,"EC number 1.5.8.1 Systematic name dimethylamine:electron-transferring flavoprotein oxidoreductase Recommended name dimethylamine dehydrogenase Synonyms DMADH dehydrogenase, dimethylamine dehydrogenase, dimethylamine (Hyphomicrobium strain X clone pUHA65/ pUHB49 gene dmd precursor) dehydrogenase, dimethylamine (Hyphomicrobium strain X clone pUHA65/ pUHB49 gene dmd) CAS registry number 172522-63-3 (dehydrogenase, dimethylamine (Hyphomicrobium strain X clone pUHA65/pUHB49 gene dmd precursor)) 172522-64-4 (dehydrogenase, dimethylamine (Hyphomicrobium strain X clone pUHA65/pUHB49 gene dmd)) 68247-64-3",Springer Handbook of Enzymes,,,English,Biomedical and Life Sciences; Genetics; Biological Sciences,https://doi.org/10.1007/3-540-37648-8_49,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-37648-8_49,,Springer Handbook of Enzymes. : Springer Berlin Heidelberg; 2005. Dimethylamine dehydrogenase. 2005.,4|174|177|674|712|1146|1176|4757|6099|6329|6341|7852|8021|9285|12219|12315|14075|88398|129627717,341138826|341138891|341139028|341139049|341139102|341139273|341139406|341139455|341139509|341140057|341140766|341140774|341142000|341142513|341143784|341143969|341149240|341157042|341212215,,,,,,,,,,,,481101442|481107088|481107105|481107156|481107513|481107668|481107806|481107946|481107978|482027606|505424941|505826444|505826489|505856474,,20050000
208256506,,10.1007/3-540-37646-1_29,,10.1007/3-540-37646-1_29,Springer Nature,Book Chapter,Ethanolamine oxidase,EC number 1.4.3.8 Systematic name ethanolamine:oxygen oxidoreductase (deaminating) Recommended name ethanolamine oxidase Synonyms oxidase ethanolamine CAS registry number 9013-00-7,Springer Handbook of Enzymes,,,English,Biomedical and Life Sciences,https://doi.org/10.1007/3-540-37646-1_29,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-37646-1_29,,Springer Handbook of Enzymes. : Springer Berlin Heidelberg; 2005. Ethanolamine oxidase. 2005.,4|237|700|756|787|855|1015|1045|1051|1567|1923|3748|3767|5196|5885|6341|7656|7852|9086|9321|75049|92851|124886|533728|4427778|23665763,341138845|341138922|341139032|341139067|341139073|341139145|341139156|341139365|341139406|341139424|341139437|341139509|341139677|341139820|341140757|341140831|341140926|341141021|341142017|341142222|341143435|341143784|341144784|341150025|341152023|341166573,,,,,,,,,,,,481107156|481107204|481107234|481107257|481107513|481107571|481107755|481107783|483925951|483927714|500776286|500787330|500792080|500795456|500820763|500825760|505424941|505469768|505498322|505858926|505865515|505867837|505883208|516576269|516577821,,20050000
906212066,,,,,Thieme Chemistry,Book Chapter,Reaction with Carbon Monoxide,,Science of Synthesis,,,English,,https://science-of-synthesis.thieme.com/app/text/?id=SD-018-00683,,,"Rossi, L., Science of Synthesis, (2005) 18, 565.",4|281|700|977|1000|4875|5801|6043|8471|11807|24014|24290|26934|66348|67932|73949|136837|141315|202193|424947|517045|2733812|3015212|4144353|6326970|13432449,376294223|376307169|376330132|376370863|376385789|376390553|376390556|376515816|376516240|376516243|376576228|376576236|376577332|376578872|376580460|376597991|376641813|376643043|376660921|376724736|376728070|376804724|376852503|376860788|376860894|376861329,,,,,,,,,,,,,,20050000
