oid,DOI,Title,Publication_Name,Subject,Publication_Type,Language,URL,extid,Image_used_as_thumbnail,CID,Publication_Date,Relevance,SID,PMID,Open_Access_Status
6798366,10.1007/978-3-662-30496-9_9,I,Handbuch der gefährlichen Güter,Chemistry and Material Science,book chapter,De,https://doi.org/10.1007/978-3-662-30496-9_9,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-662-30496-9_9,4,1992,0.913900,341143784,,0
6798370,10.1007/978-3-7091-6160-9_1,Naturally Occurring Cyclic Tetrapyrroles,Progress in the Chemistry of Organic Natural Products / Fortschritte der Chemie organischer Naturstoffe,Chemistry and Material Science,book chapter,En,https://doi.org/10.1007/978-3-7091-6160-9_1,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-7091-6160-9_1,4,2002,0.102100,341143784,,0
6798374,10.1007/978-94-009-0957-1_3,Quinoprotein Ethanol Dehydrogenase from Pseudomonas,PQQ and Quinoproteins,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-94-009-0957-1_3,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-94-009-0957-1_3,4,1989,0.264800,341143784,,0
6798378,10.1007/978-94-011-2444-7_16,"Enzymatic Aminolysis, Hydrazinolysis and Oximolysis Reactions",Microbial Reagents in Organic Synthesis,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-94-011-2444-7_16,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-94-011-2444-7_16,4,1992,0.279900,341143784,,0
6798382,10.1007/978-94-017-2662-7_35,Phosphatidylcholine Biosynthesis in Soybeans: The Cloning and Characterization of Genes Encoding Enzymes of the Nucleotide Pathway,"Physiology, Biochemistry and Molecular Biology of Plant Lipids",Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-94-017-2662-7_35,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-94-017-2662-7_35,4,1997,1.561600,341143784,,0
6798386,10.1007/BF00224425,Decreased Ca2+-binding and Ca2+-ATPase activities in heart sarcolemma upon phospholipid methylation,Molecular and Cellular Biochemistry,Life Sciences,journal article,En,https://doi.org/10.1007/BF00224425,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00224425,4,1987,0.205800,341143784,,0
6798390,10.1007/BF00253023,Production of extracellular vitamin B-12 compounds from methanol by Methanosarcina barkeri,Applied Microbiology and Biotechnology,Chemistry,journal article,En,https://doi.org/10.1007/BF00253023,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00253023,4,1987,0.197800,341143784,,0
6798394,10.1007/BF00303583,Microbiological activities of nucleotide loop-modified analogues of vitamin B12,Archives of Microbiology,Life Sciences,journal article,En,https://doi.org/10.1007/BF00303583,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00303583,4,1994,0.338500,341143784,,0
6798398,10.1007/BF00395916,Carcinogenesis in F-344 rats induced by nitrosohydroxyalkyl-chloroethylureas,Journal of Cancer Research and Clinical Oncology,Medicine & Public Health,journal article,En,https://doi.org/10.1007/BF00395916,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00395916,4,1986,0.348700,341143784,,0
6798402,10.1007/BF00408385,"Sporomusa, a new genus of gram-negative anaerobic bacteria including Sporomusa sphaeroides spec. nov. and Sporomusa ovata spec. nov.",Archives of Microbiology,Life Sciences,journal article,En,https://doi.org/10.1007/BF00408385,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00408385,4,1984,0.138800,341143784,,0
6798406,10.1007/BF00440282,2. Spezielle Produkte und Anwendungsgebiete,Fresenius&apos; Zeitschrift für analytische Chemie,Chemistry,journal article,De,https://doi.org/10.1007/BF00440282,5038214-849152236,,4,1978,0.125800,341143784,,0
6798410,10.1007/BF00491328,Zur Analyse von Seifen,Fresenius&apos; Zeitschrift für analytische Chemie,Chemistry,journal article,De,https://doi.org/10.1007/BF00491328,5038214-849152236,,4,1978,0.292900,341143784,,0
6798414,10.1007/BF00510065,Inhibitory effects of dapsone on enzymatic activities of membrane phospholipids in human blood cells,Archives of Dermatological Research,Medicine & Public Health,journal article,En,https://doi.org/10.1007/BF00510065,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00510065,4,1985,0.522200,341143784,,0
6798418,10.1007/BF00539952,Characteristic properties of cutting fluid additives derived from the products of boric acid and various aminoalcohols,Journal of Materials Science Letters,Material Science,journal article,En,https://doi.org/10.1007/BF00539952,5038214-849152236,,4,1996,0.447800,341143784,,0
6798422,10.1007/BF00634955,Über neue basische Inhaltsstoffe aus Weißdorn,Naturwissenschaften,Life Sciences,journal article,De,https://doi.org/10.1007/BF00634955,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00634955,4,1954,0.406300,341143784,,0
6798426,10.1007/BF00758334,Synthesis and study of quaternary ammonium derivatives of dl-1-arylamino-2-hydroxy-3-aminopropanes,Pharmaceutical Chemistry Journal,Pharmacy,journal article,En,https://doi.org/10.1007/BF00758334,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00758334,4,1987,0.324800,341143784,,0
6798430,10.1007/BF00822582,Quinoprotein ethanol dehydrogenase fromPseudomonas,Antonie van Leeuwenhoek,Biomedicine,journal article,En,https://doi.org/10.1007/BF00822582,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00822582,4,1989,0.265400,341143784,,0
6798434,10.1007/BF00903812,Tin(IV) complexes ofSchiff bases derived from salicylaldehyde and aminoalcohols,Monatshefte für Chemie / Chemical Monthly,Chemistry,journal article,En,https://doi.org/10.1007/BF00903812,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00903812,4,1976,0.937000,341143784,,0
6798438,10.1007/BF00955435,N-(β-hydroxyalkyl)diazene-N′-oxides and some of their transformations,"Bulletin of the Academy of Sciences of the USSR, Division of chemical science",Chemistry,journal article,En,https://doi.org/10.1007/BF00955435,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00955435,4,1989,0.305700,341143784,,0
6798442,10.1007/BF00966721,Incorporation of [3H]ethanolamine into acetylcholine by a human cholinergic neuroblastoma clone,Neurochemical Research,Biomedicine,journal article,En,https://doi.org/10.1007/BF00966721,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF00966721,4,1994,0.885500,341143784,,0
6798446,10.1007/BF01116240,Pinocytic capture and exocytosis of rat immunoglobulin IgG-N-(2-hydroxy-propyl)methacrylamide copolymer conjugates by rat visceral yolk sacs culturedin vitro,Bioscience Reports,Life Sciences,journal article,En,https://doi.org/10.1007/BF01116240,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01116240,4,1986,0.547600,341143784,,0
6798450,10.1007/BF01217454,Über die Anwendung der Papierchromatographie zur Identifizierung technisch wichtiger Amide,Microchimica Acta,Chemistry,journal article,De,https://doi.org/10.1007/BF01217454,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01217454,4,1966,0.329500,341143784,,0
6798454,10.1007/BF01414396,Life and scientific activity of Professor M. V. Shimanskaya (1922–l995),Chemistry of Heterocyclic Compounds,Chemistry,journal article,En,https://doi.org/10.1007/BF01414396,5038214-849152236,,4,1996,0.311900,341143784,,0
6798458,10.1007/BF01664584,Über den Einfluß einiger Alkylhalogenide auf die durch Ti-Halogenide katalysierte Polymerisation des Isobutens,Colloid and Polymer Science,Chemistry,journal article,De,https://doi.org/10.1007/BF01664584,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01664584,4,1977,0.500500,341143784,,0
6798462,10.1007/BF01664588,GPC mit vernetzten Polystyrol-Gelen und mit schlechten und Theta-Lösungsmitteln für Polystyrol. 1. Mitt. Universelle Eichung für Cyclohexan bei 35°C,Colloid and Polymer Science,Chemistry,journal article,De,https://doi.org/10.1007/BF01664588,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01664588,4,1977,0.500500,341143784,,0
6798466,10.1007/BF01809442,Chemical transformations of proteinogenic amino acids during their sublimation in the presence of silica,Origins of life and evolution of the biosphere,Life Sciences,journal article,En,https://doi.org/10.1007/BF01809442,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01809442,4,1991,1.026400,341143784,,0
6798470,10.1007/BF01884246,Carcinogenesis by oxygenated nitrosomethylpropylamines in Syrian hamsters,Journal of Cancer Research and Clinical Oncology,Medicine & Public Health,journal article,En,https://doi.org/10.1007/BF01884246,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF01884246,4,1985,1.328900,341143784,,0
6798474,10.1007/BF02102318,Experimental evolution of a novel pathway for glycerol dissimilation inEscherichia coli,Journal of Molecular Evolution,Life Sciences,journal article,En,https://doi.org/10.1007/BF02102318,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02102318,4,1983,0.501000,341143784,,0
6798478,10.1007/BF02328125,Metabolism of threonine by Fusaria growth on threonine as the sole carbon and nitrogen source,Antonie van Leeuwenhoek,Life Sciences,journal article,En,https://doi.org/10.1007/BF02328125,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02328125,4,1972,0.184200,341143784,,0
6798482,10.1007/BF02531858,Biosynthesis of phospholipids in subcellular particles from cultured cells of human tissue,Lipids,Life Sciences,journal article,En,https://doi.org/10.1007/BF02531858,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02531858,4,1967,0.250000,341143784,17805704,0
6798486,10.1007/BF02541478,Lipase-catalyzed synthesis of lysophospholipids in a continuous bioreactor,Journal of the American Oil Chemists&#x2019; Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02541478,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02541478,4,1994,0.333500,341143784,,0
6798490,10.1007/BF02578902,Microbial metabolism of alkylbenzene sulphonates Fungal metabolism of 1-phenylundecane-p-sulphonate and 1-phenyldodecane-p-sulphonate,Antonie van Leeuwenhoek,Life Sciences,journal article,En,https://doi.org/10.1007/BF02578902,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02578902,4,1973,0.199200,341143784,,0
6798494,10.1007/BF02631913,Abstracts …,Journal of the American Oil Chemists Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02631913,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02631913,4,1961,0.101700,341143784,,0
6798498,10.1007/BF02635148,Soap-based detergent formulations: IX. α-sulfo fatty alkanolamides as lime soap dispersing agents,Journal of the American Oil Chemists Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02635148,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02635148,4,1974,1.276000,341143784,,0
6798502,10.1007/BF02640383,The chemical utilization of fats and oils. III. Ester-amides of certain aminoalcohols as plasticizers,Journal of the American Oil Chemists&#x2019; Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02640383,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02640383,4,1955,1.354600,341143784,,0
6798506,10.1007/BF02664438,Soaps,Oil & Soap,Chemistry,journal article,En,https://doi.org/10.1007/BF02664438,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02664438,4,1945,0.464500,341143784,,0
6798510,10.1007/BF02673110,Thermal rearrangement of sulfated tallow alkanolamides,Journal of the American Oil Chemists&#x2019; Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02673110,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02673110,4,1980,0.906800,341143784,,0
6798514,10.1007/BF02802038,Cosulfation of fatty acid alkanolamides and lower molecular weight alcohols,Journal of the American Oil Chemists&#x2019; Society,Chemistry,journal article,En,https://doi.org/10.1007/BF02802038,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02802038,4,1977,1.042800,341143784,,0
6798518,10.1007/BF02924115,Cell-kinetic analysis of pancreatic cancers in syrian golden hamsters,International Journal of Pancreatology,Medicine & Public Health,journal article,En,https://doi.org/10.1007/BF02924115,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02924115,4,1991,0.199200,341143784,,0
6798522,10.1007/BF02979363,Allocation procedure in multi-output process: an illustration of ISO 14041,The International Journal of Life Cycle Assessment,Environment,journal article,En,https://doi.org/10.1007/BF02979363,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/BF02979363,4,2000,0.157800,341143784,,0
6798526,10.1007/s00044-013-0766-2,2D QSAR of heteroaryl-substituted propanolamines as antihypertensive agents,Medicinal Chemistry Research,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00044-013-0766-2,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00044-013-0766-2,4,2013,0.416900,341143784,,0
6798530,10.1007/s00203-016-1233-5,"Streptomyces zhihengii sp. nov., isolated from rhizospheric soil of Psammosilene tunicoides",Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-016-1233-5,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00203-016-1233-5,4,2016,0.697100,341143784,27169711,0
6798534,10.1007/s00214-016-1822-z,Bond breaking in stretched molecules: multi-reference methods versus density functional theory,Theoretical Chemistry Accounts,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00214-016-1822-z,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00214-016-1822-z,4,2016,1.672100,341143784,,0
6798538,10.1007/s00253-010-2924-5,Genetic analysis around aminoalcohol dehydrogenase gene of Rhodococcus erythropolis MAK154: a putative GntR transcription factor in transcriptional regulation,Applied Microbiology and Biotechnology,Chemistry,journal article,En,https://doi.org/10.1007/s00253-010-2924-5,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00253-010-2924-5,4,2010,5.873400,341143784,20953603,0
6798542,10.1007/s00289-013-0993-1,RAFT-mediated synthesis of poly(N-(2-hydroxypropyl)methacrylamide-b-4-vinylpyridine) by conventional and microwave heating,Polymer Bulletin,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00289-013-0993-1,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00289-013-0993-1,4,2013,0.482800,341143784,,0
6798546,10.1007/s00396-017-4027-7,"Influence of molar mass, dispersity, and type and location of hydrophobic side chain moieties on the critical micellar concentration and stability of amphiphilic HPMA-based polymer drug carriers",Colloid and Polymer Science,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00396-017-4027-7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00396-017-4027-7,4,2017,0.156600,341143784,,0
6798550,10.1007/s00706-003-0161-7,Preparation and Structure of di-exo-Condensed Norbornane Heterocycles,Monatshefte für Chemie / Chemical Monthly,Chemistry,journal article,En,https://doi.org/10.1007/s00706-003-0161-7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00706-003-0161-7,4,2004,0.252100,341143784,,0
6798554,10.1007/s10163-014-0339-6,Design and modeling of optimal distillation sequence for recovery of valuable components from a waste photoresist stripper,Journal of Material Cycles and Waste Management,Engineering,journal article,En,https://doi.org/10.1007/s10163-014-0339-6,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10163-014-0339-6,4,2014,4.813300,341143784,,0
6798558,10.1007/s10337-011-1967-9,The Challenging Role of Chromatography in Environmental Problems,Chromatographia,Chemistry,journal article,En,https://doi.org/10.1007/s10337-011-1967-9,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10337-011-1967-9,4,2011,0.429400,341143784,,0
6798562,10.1007/s10482-013-9995-0,"Bacillus oceani sp. nov., a new slightly halophilic bacterium, isolated from a deep sea sediment environment",Antonie van Leeuwenhoek,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s10482-013-9995-0,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10482-013-9995-0,4,2013,1.567400,341143784,23934481,0
6798566,10.1007/s10593-014-1527-y,"Synthesis of 3-(Alk-2-yn-1-yl)-1,3-Oxazolidines Using Copper-Containing Catalysts",Chemistry of Heterocyclic Compounds,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10593-014-1527-y,5038214-849152236,,4,2014,0.497000,341143784,,0
6798570,10.1007/s10847-013-0336-8,Application of resorcinarene derivatives in chemical separations,Journal of Inclusion Phenomena and Macrocyclic Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10847-013-0336-8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10847-013-0336-8,4,2013,0.108000,341143784,,0
6798574,10.1007/s10973-013-3447-y,Thermodynamic characteristics of self-associated aminoalcohols,Journal of Thermal Analysis and Calorimetry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10973-013-3447-y,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10973-013-3447-y,4,2013,0.918400,341143784,,0
6798578,10.1007/s11095-010-0088-8,Multi-component Polymeric System for Tumour Cell-Specific Gene Delivery Using a Universal Bungarotoxin Linker,Pharmaceutical Research,Biomedicine,journal article,En,https://doi.org/10.1007/s11095-010-0088-8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11095-010-0088-8,4,2010,0.461200,341143784,20300804,0
6798582,10.1007/s11243-011-9519-6,Catalytic activity of a zirconium(IV) Schiff base complex in facile and highly efficient synthesis of indole derivatives,Transition Metal Chemistry,Chemistry,journal article,En,https://doi.org/10.1007/s11243-011-9519-6,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11243-011-9519-6,4,2011,1.794800,341143784,,0
6798586,10.1007/s11743-010-1180-0,"Surface Activity, Thermodynamics of Micellization and Adsorption Properties of Quaternary Salts Based on Ethanolamines and Decyl Bromide",Journal of Surfactants and Detergents,Chemistry,journal article,En,https://doi.org/10.1007/s11743-010-1180-0,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11743-010-1180-0,4,2010,0.383000,341143784,,0
6798590,10.1007/s11814-010-0291-7,Variation of bacterial community immobilized in polyethylene glycol carrier during mineralization of xenobiotics analyzed by TGGE technique,Korean Journal of Chemical Engineering,Chemistry,journal article,En,https://doi.org/10.1007/s11814-010-0291-7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11814-010-0291-7,4,2010,3.301200,341143784,,0
6798594,10.1007/s12588-016-9134-7,Deep eutectic solvent as effective catalyst for aminolysis of polyethylene terephthalate (PET) waste,International Journal of Plastics Technology,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s12588-016-9134-7,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s12588-016-9134-7,4,2016,0.667700,341143784,,0
6798598,10.1016/j.jasms.2004.10.007,Zwitterion formation in gas-phase cyclodextrin complexes,Journal of the American Society for Mass Spectrometry,Chemistry,journal article,En,https://doi.org/10.1016/j.jasms.2004.10.007,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1016/j.jasms.2004.10.007,4,2004,0.276200,341143784,15694767,1
6798602,10.1023/A:1019158405253,Mixed-bonded open-framework aluminophosphates and related layered materials,Topics in Catalysis,Chemistry,journal article,En,https://doi.org/10.1023/A:1019158405253,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/A:1019158405253,4,1999,0.100100,341143784,,0
6798606,10.1023/A:1021133008053,Viscosities and Excess Properties of Aqueous Solutions of Ethanolamines from 25 to 80°C,Journal of Solution Chemistry,Chemistry,journal article,En,https://doi.org/10.1023/A:1021133008053,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/A:1021133008053,4,2002,0.733400,341143784,,0
6798610,10.1023/A:1023471514381,Photosensitization of Conjugated Bischalcone Derivatives. New T-Sensitizers,Russian Journal of General Chemistry,Chemistry,journal article,En,https://doi.org/10.1023/A:1023471514381,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/A:1023471514381,4,2002,0.150800,341143784,,0
6798614,10.1023/B:TOCA.0000024341.19779.82,Reaction Mechanisms of Lean-Burn Hydrocarbon SCR over Zeolite Catalysts,Topics in Catalysis,Chemistry,journal article,En,https://doi.org/10.1023/B:TOCA.0000024341.19779.82,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/B:TOCA.0000024341.19779.82,4,2004,0.101100,341143784,,0
6798618,10.1134/S0018143909060022,Radiation-induced transformations of threonine and its derivatives in aqueous solutions,High Energy Chemistry,Chemistry,journal article,En,https://doi.org/10.1134/S0018143909060022,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S0018143909060022,4,2009,1.098200,341143784,,0
6798622,10.1134/S0040601509010030,Modern methods for removing carbon dioxide from flue gases emitted by thermal power stations,Thermal Engineering,Engineering,journal article,En,https://doi.org/10.1134/S0040601509010030,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S0040601509010030,4,2009,0.170800,341143784,,0
6798626,10.1134/S1070363216030397,Preparation of new synthons for designing polyfunctional chelating agents,Russian Journal of General Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1134/S1070363216030397,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S1070363216030397,4,2016,0.470800,341143784,,0
6798630,10.1186/1471-2164-12-275,Global analysis of gene expression in response to L-Cysteine deprivation in the anaerobic protozoan parasite Entamoeba histolytica,BMC Genomics,Life Sciences,journal article,En,https://doi.org/10.1186/1471-2164-12-275,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1186/1471-2164-12-275,4,2011,0.358700,341143784,21627801,1
6798634,10.1208/ps030432,The cytoplasmic escape and nuclear accumulation of endocytosed and microinjected HPMA copolymers and a basic kinetic study in hep G2 cells,AAPS PharmSci,Biomedicine,journal article,En,https://doi.org/10.1208/ps030432,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1208/ps030432,4,2001,0.294600,341143784,12049495,0
6798638,10.2165/00128415-200912460-00049,Fenproporex,Reactions Weekly,Medicine & Public Health,journal article,En,https://doi.org/10.2165/00128415-200912460-00049,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.2165/00128415-200912460-00049,4,2009,0.588500,341143784,,0
6798231,10.1007/0-306-47932-X_8,Drug-HPMA-HuIg Conjugates Effective Against Human Solid Cancer,Polymer Drugs in the Clinical Stage,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/0-306-47932-X_8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/0-306-47932-X_8,4,2004,0.392800,341143784,,0
6798235,10.1007/3-540-31294-3_28,Corrosive Materials,Irritant Dermatitis,Medicine,book chapter,En,https://doi.org/10.1007/3-540-31294-3_28,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/3-540-31294-3_28,4,2006,0.286600,341143784,,0
6798239,10.1007/978-1-349-06343-7_88,Adenosine dialdehyde: A potent inhibitor of S-adenosylhomocysteine hydrolase,Biochemistry of S-Adenosylmethionine and Related Compounds,Engineering,book chapter,En,https://doi.org/10.1007/978-1-349-06343-7_88,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-349-06343-7_88,4,1982,0.364100,341143784,,0
6798243,10.1007/978-1-4612-2272-9_2,Environmental Assessment of the Alkanolamines,Reviews of Environmental Contamination and Toxicology,Earth and Environmental Science,book chapter,En,https://doi.org/10.1007/978-1-4612-2272-9_2,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4612-2272-9_2,4,1997,2.647600,341143784,,0
6798247,10.1007/978-1-4613-1151-5_13,"High Fat Diet, Lipid Peroxidation, and Pancreatic Carcinogenesis","Dietary Fats, Lipids, Hormones, and Tumorigenesis",Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4613-1151-5_13,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4613-1151-5_13,4,1996,0.228800,341143784,,0
6798251,10.1007/978-1-4615-2860-9_22,Modification of Cellular Phospholipid Composition and Consequences for Membrane Structure and Function,New Developments in Lipid-Protein Interactions and Receptor Function,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4615-2860-9_22,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4615-2860-9_22,4,1993,0.751500,341143784,,0
6798255,10.1007/978-1-4615-7087-5_24,Phospholipid Biosynthetic Enzymes of Butyric Acid-Producing Clostridia,Genetics and Molecular Biology of Anaerobic Bacteria,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4615-7087-5_24,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4615-7087-5_24,4,1993,0.189900,341143784,,0
6798259,10.1007/978-1-4684-4112-3_3,Regulation of Membrane Functions,Composition and Function of Cell Membranes,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-1-4684-4112-3_3,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-1-4684-4112-3_3,4,1981,0.115100,341143784,,0
